NDVI,NDBI,B6,B7,Emissivity,LST_Label
0.16796297,0.028004387,19217.0,13897.0,0.9752,44.771973
0.25381964,-0.036242306,16753.0,13529.0,0.9823,39.19034
0.17793085,0.028434819,18283.0,13943.0,0.9677,42.146942
0.4044152,-0.17889908,15752.0,11643.0,0.9532,27.934784
0.15406881,0.087649174,18775.0,14458.0,0.9752,46.354523
0.29142496,-0.10332812,14926.0,11346.0,0.97889996,41.268494
0.17587394,-0.002346838,16154.0,14143.0,0.9666,41.018982
0.26481846,-0.16154473,9781.0,8388.0,0.98539996,26.297577
0.33444482,-0.14299315,13503.0,10819.0,0.98499995,32.197083
0.2944346,-0.08045093,15539.0,12148.0,0.9837,38.41446
0.38413727,-0.24120961,12797.0,10068.0,0.9831,30.92215
0.21108818,0.009440884,20636.0,14966.0,0.9787,47.448273
0.28457978,-0.10988261,13686.0,10699.0,0.97489995,37.259186
0.19486289,-0.015967859,14328.0,11997.0,0.9715,35.816742
0.12800315,-0.061920654,12650.0,11385.0,0.96379995,42.611786
0.34263495,-0.18716052,14067.0,10950.0,0.98429996,35.66977
0.14420475,0.10698285,19396.0,14646.0,0.97789997,52.093353
0.29004517,-0.09562389,14735.0,11293.0,0.9826,31.127228
0.22632985,-0.066112384,16287.0,12489.0,0.9729,35.160492
0.16106859,0.011241934,15202.0,13197.0,0.97969997,26.728241
0.29265487,-0.097290486,14326.0,11290.0,0.98289996,35.307465
0.26633868,-0.09338714,12805.0,10255.0,0.98209995,33.53012
0.26585883,-0.046621118,16605.0,12767.0,0.9694,37.040405
0.2706461,-0.13110423,11512.0,9519.0,0.9851,29.77713
0.06125918,0.042774353,17004.0,15854.0,0.968,41.623993
0.21692994,-0.029204482,19147.0,14146.0,0.96459997,34.586273
0.13296244,-0.004627328,13014.0,11531.0,0.9675,35.286957
0.2653639,-0.056805074,16355.0,13718.0,0.9802,40.06534
0.2648616,-0.07833395,16231.0,12755.0,0.9834,37.57364
0.28676394,-0.07566757,16027.0,12348.0,0.97999996,39.59024
0.32692307,-0.19001356,10755.0,8863.0,0.9851,24.578308
0.3042465,-0.11550586,16414.0,13301.0,0.98139995,31.520294
0.3200342,-0.13240151,13004.0,10124.0,0.9666,32.08084
0.07322079,0.022159887,10932.0,9335.0,0.9769,34.261566
0.17465521,-0.00788914,14462.0,12348.0,0.97419995,40.90277
0.15408757,0.035546955,20334.0,15408.0,0.9662,48.51471
0.1401088,0.073655844,19919.0,14993.0,0.97309995,53.508423
0.2059164,-0.02201875,17944.0,14250.0,0.9651,37.341217
0.20895457,-0.038612906,12947.0,11219.0,0.97859997,25.658417
0.15684243,0.107856534,21483.0,16430.0,0.9691,52.9718
0.21690299,-0.0242022,14555.0,11374.0,0.97489995,36.237183
0.2214539,-0.025384985,16202.0,12838.0,0.98209995,38.68448
0.29573032,-0.14519966,11677.0,9728.0,0.98639995,28.081787
0.25457636,-0.12144435,12725.0,10523.0,0.98389995,38.12735
0.061857596,0.054260984,15835.0,13910.0,0.96029997,42.427216
0.22259751,0.00020351795,17201.0,12682.0,0.97609997,39.84317
0.27121183,-0.071312934,16923.0,12777.0,0.98279995,36.534546
0.20817263,-0.012041759,18501.0,15825.0,0.9729,43.558563
0.3587032,-0.17625444,13002.0,9865.0,0.9859,31.7117
0.32432333,-0.15322344,13023.0,10236.0,0.98099995,32.962708
0.21845546,0.0013772455,16723.0,13456.0,0.978,39.67569
0.111868635,-0.123847425,9027.0,8279.0,0.9636,30.460724
0.25932562,-0.109620005,12407.0,10363.0,0.9837,33.54721
0.21612976,-0.028069273,15097.0,11725.0,0.959,35.0477
0.26976103,-0.0834232,14025.0,10826.0,0.98279995,34.67856
0.06952155,0.0612529,16009.0,15042.0,0.9677,44.854004
0.37539473,-0.18139873,14637.0,11105.0,0.9693,39.043365
0.16396345,0.020765679,17131.0,14108.0,0.9802,46.033234
0.33997303,-0.1615108,13986.0,10614.0,0.9553,35.39975
0.19281156,-0.00509003,15637.0,12754.0,0.968,46.135773
0.15620497,0.038193475,18620.0,14883.0,0.96639997,43.93454
0.23353294,-0.0148445405,15098.0,12724.0,0.9834,28.679932
0.27989763,-0.18532312,9625.0,8307.0,0.9853,26.81369
0.19688237,-0.07705357,14146.0,11831.0,0.97309995,39.699615
0.15812542,0.037922923,18529.0,15320.0,0.9774,42.293915
0.33980992,-0.22178568,10102.0,8391.0,0.9866,25.23117
0.27160135,-0.09229477,14590.0,11383.0,0.9733,37.03015
0.08473455,-0.04177818,10562.0,9538.0,0.96239996,30.61795
0.35627028,-0.123388685,15811.0,12428.0,0.9762,33.673676
0.36315,-0.19009809,13005.0,10245.0,0.9856,30.443634
0.18006353,0.014541359,20268.0,14252.0,0.9729,50.227142
0.16035087,0.08769897,19714.0,14855.0,0.97239995,47.342316
0.4283588,-0.26829883,11626.0,8985.0,0.9869,27.750214
0.1566826,0.00061061024,13929.0,11921.0,0.9679,39.443268
0.32564336,-0.13503389,12699.0,10028.0,0.986,34.049652
0.2798966,-0.08952842,16546.0,12631.0,0.98069996,36.49695
0.16392802,-0.01345597,17376.0,13343.0,0.96089995,45.612823
0.4094913,-0.2459709,12492.0,9779.0,0.98609996,34.67856
0.06221848,0.059590194,16341.0,15427.0,0.98039997,45.978546
0.31515533,-0.11982209,14842.0,11624.0,0.9813,31.134064
0.30115968,-0.12866427,12603.0,10143.0,0.9852,26.441132
0.22968313,-0.016364856,14666.0,11442.0,0.98289996,34.329926
0.16663879,-0.024792902,16599.0,13015.0,0.96129996,43.66452
0.10692015,-0.10033765,8926.0,8332.0,0.977,31.339142
0.15821038,0.04876367,21292.0,16556.0,0.97599995,41.316376
0.21139048,0.016921837,17668.0,13498.0,0.96629995,43.476532
0.30586663,-0.16882339,11112.0,9065.0,0.9856,31.246857
0.35128716,-0.1896796,12013.0,9573.0,0.98469996,31.451935
0.067892745,0.08993702,14882.0,13819.0,0.9686,47.08255
0.22387142,0.0048475764,20107.0,16065.0,0.97859997,41.439423
0.16153875,0.052859407,17269.0,13374.0,0.97529995,43.121063
0.12725519,-0.020071268,13475.0,11847.0,0.96779996,38.02823
0.3102674,-0.1287446,14411.0,11468.0,0.9842,30.320587
0.089815944,-0.029800287,13918.0,13029.0,0.9831,43.203094
0.19841568,-0.024011858,19754.0,14998.0,0.97099996,39.87393
0.2541284,-0.08894143,15027.0,12185.0,0.9805,23.340973
0.3412945,-0.13664488,14930.0,11560.0,0.9833,32.65851
0.25383848,-0.056274146,14045.0,11271.0,0.979,32.983215
0.34207633,-0.21773836,10584.0,8800.0,0.9863,27.490448
0.1468351,0.03495297,18595.0,14442.0,0.96709996,44.156708
0.32489386,-0.16127518,12510.0,9796.0,0.9849,32.583313
0.27333334,-0.089560755,15960.0,12886.0,0.98219997,37.966705
0.13776778,0.07033871,19782.0,15169.0,0.97389996,47.188507
0.12154614,-0.10204478,9244.0,8503.0,0.97599995,30.85379
0.115360595,-0.10186064,9461.0,8960.0,0.9684,36.855835
0.14440295,-0.03668933,13955.0,12793.0,0.97169995,44.426758
0.39117578,-0.19122498,13733.0,10701.0,0.98609996,33.01056
0.28319907,-0.104945116,12516.0,10110.0,0.9848,31.974884
0.14402066,0.003202077,17388.0,13945.0,0.969,30.73758
0.3670243,-0.1673707,14586.0,10836.0,0.9844,35.857758
0.24458797,-0.07065874,18065.0,13753.0,0.9805,39.67227
0.21769406,0.010217761,16956.0,13133.0,0.98209995,34.227386
0.40351626,-0.251655,11813.0,9128.0,0.9869,25.959198
0.1970918,-0.15524748,9993.0,8851.0,0.98069996,31.564728
0.22802737,-0.06225088,15998.0,13054.0,0.97569996,40.02774
0.07902313,0.024591362,17520.0,14879.0,0.9709,47.171417
0.15342778,0.031078989,19972.0,14559.0,0.97389996,48.230988
0.20372881,-0.006590603,14018.0,12070.0,0.9736,27.15207
0.19442791,-0.024841722,17174.0,14425.0,0.9748,43.483368
0.25411054,-0.049096707,15659.0,13080.0,0.9819,42.659637
0.2958295,-0.08863956,15880.0,12127.0,0.9657,37.14978
0.20207494,-0.04937312,14065.0,12127.0,0.9535,44.50879
0.3447792,-0.12675291,14478.0,11367.0,0.9698,32.75763
0.13449183,0.110389255,20168.0,16181.0,0.97059995,52.19931
0.19054022,-0.022276556,14396.0,12257.0,0.9611,39.275787
0.14167538,-0.047553726,10415.0,9148.0,0.97309995,32.30304
0.21459343,-0.032304052,14933.0,11765.0,0.9765,39.880768
0.1863969,0.01956599,17196.0,13138.0,0.97129995,42.273407
0.24385571,-0.04689376,13892.0,11240.0,0.9673,39.00235
0.0874659,0.13634771,17831.0,16718.0,0.96779996,45.288086
0.30190882,-0.11757482,13652.0,10903.0,0.9607,36.00473
0.14836434,0.051823214,19860.0,15072.0,0.9729,49.611908
0.21755834,-0.030994909,16085.0,13042.0,0.978,34.25473
0.2586349,-0.015752865,19244.0,15120.0,0.9799,41.82907
0.3170916,-0.13972227,14466.0,11377.0,0.9716,36.674683
0.39423916,-0.21316455,13986.0,10455.0,0.97309995,33.95053
0.48471314,-0.31804982,12211.0,9206.0,0.9677,30.43338
0.2283452,-0.052386336,13829.0,10843.0,0.9835,33.21225
0.18432559,-0.02787526,17036.0,13045.0,0.97749996,38.995514
0.1198413,0.09158309,18993.0,15826.0,0.97919995,49.567474
0.102221906,0.04189806,16885.0,15191.0,0.97319996,37.77188
0.22681165,-0.017054055,14611.0,11960.0,0.9802,33.895844
0.2070738,-0.01831524,16187.0,12891.0,0.97059995,41.521454
0.30797464,-0.13990307,13310.0,10569.0,0.9726,37.20105
0.16650464,0.05276177,20003.0,14728.0,0.9737,47.168
0.27831578,-0.09254483,15130.0,12092.0,0.9665,39.53897
0.20979804,-0.0056533124,20315.0,15851.0,0.96809995,36.12436
0.29419765,-0.07227379,15641.0,12276.0,0.98469996,36.78064
0.17407618,-0.089440405,16345.0,12808.0,0.96379995,36.975464
0.24453054,-0.04068604,15102.0,12306.0,0.98279995,41.203552
0.0773577,-0.07057637,21189.0,14612.0,0.9669,40.123444
0.058325335,-0.058803592,8331.0,8153.0,0.9711,35.19809
0.28149188,-0.08484128,13478.0,10530.0,0.9852,29.325958
0.3955192,-0.21590386,13637.0,10487.0,0.96629995,29.619904
0.27793697,-0.09650474,15251.0,12432.0,0.98289996,37.6044
0.2572558,-0.08867338,14378.0,11737.0,0.9831,37.46768
0.07927217,-0.0118096145,12426.0,11461.0,0.9709,45.476105
0.028126352,-0.1097618,8577.0,8194.0,0.99039996,30.963165
0.28142372,-0.05169911,16004.0,12041.0,0.9756,39.098053
0.1692887,0.03510204,19654.0,16215.0,0.97489995,44.173798
0.3670812,-0.19595546,12564.0,9989.0,0.965,29.10379
0.07810772,0.04418149,14913.0,13881.0,0.97029996,39.597076
0.14424841,0.084032424,19189.0,16416.0,0.9687,36.688354
0.17815825,-0.052270737,19491.0,14315.0,0.96809995,42.96042
0.27887884,-0.1064125,13524.0,11142.0,0.9834,35.239105
0.14335231,-0.11456154,11006.0,9515.0,0.9777,29.633575
0.24797487,-0.026865266,14308.0,11416.0,0.97679996,34.989594
0.28422615,-0.09546849,14302.0,11198.0,0.9841,31.851837
0.29802507,-0.14064577,12602.0,10077.0,0.9838,23.90152
0.22593604,-0.12909313,11769.0,9906.0,0.98469996,32.716614
0.29568863,-0.12330201,15070.0,12467.0,0.9827,40.783142
0.18099116,-0.07703856,11681.0,9958.0,0.9578,34.69565
0.108163476,-0.043282118,14633.0,13421.0,0.9892,43.756805
0.1656663,0.06055046,22253.0,16832.0,0.9687,52.513794
0.20159882,0.010154672,18254.0,13997.0,0.973,44.74463
0.240625,-0.06317379,13643.0,10776.0,0.9701,36.114105
0.20237677,-0.0206059,14758.0,12415.0,0.9533,44.231903
0.2573928,-0.058512766,17643.0,13725.0,0.97249997,37.833405
0.17576937,0.07372389,16807.0,12813.0,0.9798,44.97705
0.096334554,0.04840768,16839.0,15093.0,0.9751,47.191925
0.38191494,-0.22940364,11720.0,9280.0,0.9863,28.389404
0.1836795,0.0014341834,16060.0,12326.0,0.9733,39.648346
0.3626763,-0.18805464,13404.0,10503.0,0.9842,31.311798
0.25753596,-0.05876125,15113.0,12136.0,0.9801,39.634674
0.32750073,-0.17639627,14341.0,11843.0,0.98359996,37.477936
0.19322418,0.062861025,20332.0,14973.0,0.9598,47.810577
0.269753,-0.19254875,9276.0,8214.0,0.98429996,22.684723
0.35794568,-0.18850245,12168.0,9670.0,0.9862,27.528046
0.2010597,-0.078333125,14531.0,12332.0,0.9748,41.675262
0.14278361,0.06682277,17769.0,13872.0,0.9788,47.1304
0.3899318,-0.19318594,14469.0,10699.0,0.9835,26.338593
0.28308138,-0.07227,15751.0,12425.0,0.9629,43.442352
0.26133308,-0.11805283,15726.0,12193.0,0.95739996,31.991974
0.2085146,-0.015146866,17653.0,13530.0,0.979,31.93045
0.24194612,-0.10443211,11457.0,9636.0,0.98389995,31.05545
0.27018526,-0.08542413,15310.0,12298.0,0.97279996,38.407623
0.29005677,-0.13375703,11722.0,9515.0,0.9851,31.469025
0.28890488,-0.10748738,12999.0,10468.0,0.98319995,29.924103
0.24562752,-0.05803153,16581.0,13161.0,0.97709996,37.577057
0.4126389,-0.22655994,12947.0,9991.0,0.9679,37.717194
0.20833194,-0.011503858,17744.0,14970.0,0.9823,39.720123
0.3706041,-0.16065858,14529.0,11295.0,0.9708,32.80548
0.24493094,-0.047725882,14007.0,11428.0,0.9831,36.00473
0.2047742,-0.0020227167,16035.0,12478.0,0.982,36.985718
0.16010635,0.07948785,18422.0,13867.0,0.9826,48.02249
0.32524166,-0.101732865,14644.0,11548.0,0.98359996,35.43051
0.28698722,-0.14534171,11155.0,9276.0,0.98469996,26.919647
0.2153396,-0.018024666,18632.0,13718.0,0.9705,34.85971
0.2160559,-0.060623374,14798.0,11991.0,0.9787,35.56723
0.22602685,-0.013656754,14842.0,12885.0,0.9784,35.594574
0.1988014,0.00804452,18295.0,14071.0,0.9654,44.245575
0.24343258,-0.04820959,17729.0,14982.0,0.979,39.918365
0.32256678,-0.1472324,13727.0,11203.0,0.98219997,35.546722
0.17525953,0.041050516,22000.0,16540.0,0.96989995,42.04782
0.28041568,-0.10114074,12371.0,9908.0,0.9845,28.348389
0.10782169,0.11966532,20608.0,18983.0,0.9661,45.629913
0.29829,-0.1219581,12448.0,10154.0,0.9853,24.841492
0.19468792,0.018359385,18665.0,14041.0,0.9784,42.734833
0.27046987,-0.092442036,16577.0,12447.0,0.972,31.407501
0.14595772,0.096372195,19795.0,14995.0,0.9648,51.601166
0.14036566,0.031912908,16588.0,13171.0,0.9661,42.498993
0.1447479,0.070304185,19616.0,14719.0,0.96889997,44.932617
0.21906488,-0.021937286,16095.0,12835.0,0.96989995,35.53647
0.37272635,-0.17168586,14165.0,11259.0,0.9704,32.867004
0.29551747,-0.18643261,10266.0,8658.0,0.9869,25.617401
0.2856928,-0.098273315,14048.0,11052.0,0.982,37.529205
0.2730717,-0.046454895,18371.0,14725.0,0.98289996,39.86026
0.24650423,-0.13276668,10203.0,8851.0,0.9853,23.303375
0.14849156,0.07421145,19259.0,14855.0,0.97059995,51.4747
0.28946587,-0.14069957,16386.0,12311.0,0.9824,34.55551
0.18316096,0.011948453,18336.0,13278.0,0.97129995,43.978973
0.18301962,-0.035792314,17874.0,13511.0,0.9727,39.162994
0.28309542,-0.12524624,13766.0,10895.0,0.98139995,23.354645
0.24165614,-0.09746723,13737.0,11698.0,0.96639997,39.566315
0.14981067,0.036072955,17951.0,14562.0,0.9687,46.843292
0.29325086,-0.0854987,16119.0,13470.0,0.97029996,40.995056
0.30393475,-0.1347772,11825.0,9482.0,0.98429996,30.211212
0.19493327,-0.027235577,19162.0,14422.0,0.97099996,41.91794
0.20511363,0.017600741,15379.0,12524.0,0.9813,31.516876
0.22024772,-0.007686932,15620.0,12109.0,0.977,39.42276
0.03992016,-0.07626098,8049.0,7788.0,0.99039996,30.436798
0.15240678,-0.01178698,16181.0,14389.0,0.96629995,43.609833
0.34383488,-0.12518476,15388.0,12155.0,0.9841,37.884674
0.15907454,0.10676739,20950.0,16054.0,0.9748,51.71054
0.15646574,0.04790272,19174.0,14716.0,0.96309996,40.48578
0.23312971,-0.025489317,16306.0,13671.0,0.9831,36.825073
0.07679652,-0.05464714,9973.0,9087.0,0.96779996,31.02127
0.22971746,-0.008235044,18667.0,16005.0,0.9817,42.933075
0.26066977,-0.07343183,14801.0,12435.0,0.9673,39.450104
0.24609078,-0.048342805,14902.0,11544.0,0.9798,33.188324
0.17922127,-0.09009409,10251.0,9083.0,0.96959996,28.86792
0.39502978,-0.21332882,13976.0,10832.0,0.9623,31.855255
0.28120884,-0.08765582,13869.0,10896.0,0.9827,34.986176
0.119031355,0.0937817,17792.0,14818.0,0.9657,42.933075
0.4061853,-0.2116178,14142.0,10692.0,0.98609996,32.3338
0.32477203,-0.15254685,12819.0,10057.0,0.9837,30.224884
0.3127761,-0.20199858,10062.0,8515.0,0.98609996,24.773132
0.21535258,-0.041698724,15570.0,13457.0,0.97249997,40.547302
0.13996245,0.040592592,15804.0,13343.0,0.97099996,43.98239
0.34404248,-0.13221684,15519.0,11969.0,0.9835,32.70636
0.17638457,-0.04926799,14579.0,12414.0,0.979,32.627747
0.1948327,0.02846975,17918.0,14240.0,0.9618,37.946198
0.34136787,-0.15273742,14725.0,11093.0,0.9748,34.309418
0.19014859,0.008141268,17584.0,13777.0,0.9734,50.6373
0.38910246,-0.20081705,13107.0,9861.0,0.98649997,26.69748
0.23415068,-0.06134936,17182.0,13298.0,0.9641,34.869965
0.16257687,-0.071892545,16860.0,12783.0,0.9677,36.520874
0.07926829,0.078924544,16172.0,14424.0,0.97059995,47.342316
0.22966908,-0.04862305,14665.0,11606.0,0.9801,35.06137
0.23247303,-0.03129281,18032.0,15160.0,0.9691,42.645966
0.1889097,-0.03015039,20024.0,14534.0,0.9723,37.82657
0.26878232,-0.10203722,15295.0,12013.0,0.97489995,36.89685
0.40022454,-0.21564327,12876.0,9733.0,0.96779996,31.37674
0.326723,-0.14328252,13235.0,10540.0,0.986,30.453888
0.36231768,-0.22933477,10745.0,8750.0,0.98679996,26.136932
0.2531965,-0.08198083,13264.0,10827.0,0.9853,35.057953
0.3199375,-0.11463047,14088.0,11037.0,0.9845,32.005646
0.23827197,-0.039733242,15407.0,12516.0,0.9597,35.80307
0.446152,-0.26010892,14062.0,10209.0,0.97569996,35.51938
0.038005657,0.03074012,14435.0,13243.0,0.969,42.844208
0.23290767,-0.073642775,14120.0,11407.0,0.98109996,25.969452
0.29800612,-0.11998887,18977.0,14046.0,0.9659,36.44226
0.08498005,0.06961603,12814.0,10716.0,0.969,33.17807
0.3373462,-0.13759802,13306.0,10420.0,0.9849,35.898773
0.22221495,-0.030244548,17587.0,13695.0,0.95549995,39.70645
0.2894519,-0.07681675,17366.0,12914.0,0.965,33.502777
0.1438961,-0.06959286,10535.0,9258.0,0.9737,32.614075
0.3133476,-0.14729112,12308.0,9749.0,0.98209995,28.324463
0.20946287,-0.025585372,14815.0,12140.0,0.96349996,38.540924
0.20328844,-0.04288486,14306.0,12171.0,0.9711,42.72116
0.30700722,-0.16703552,11103.0,9067.0,0.98569995,27.647675
0.25959304,-0.08425427,14874.0,11547.0,0.9827,34.552094
0.30265278,-0.1488153,11388.0,9291.0,0.9852,25.33371
0.16807297,-0.0053979782,15201.0,13504.0,0.97669995,39.511627
0.17364942,0.043126147,20995.0,15594.0,0.9655,41.90085
0.247927,-0.077745415,13458.0,10623.0,0.9686,40.191803
0.41280675,-0.26140842,14243.0,10648.0,0.96669996,29.773712
0.21156053,-0.046302777,16354.0,13128.0,0.9722,44.631836
0.19509889,-0.022034608,16333.0,13050.0,0.97419995,36.2782
0.15056646,-0.03414603,15034.0,13289.0,0.97169995,42.615204
0.3030637,-0.18710092,10121.0,8472.0,0.9827,24.60907
0.2450194,-0.05239479,15165.0,12512.0,0.9575,35.95346
0.1612966,0.047428936,19677.0,14805.0,0.9662,46.41263
0.29999596,-0.14009525,12098.0,10135.0,0.9838,30.894806
0.1960269,-0.009406375,20325.0,15137.0,0.97029996,37.289948
0.23516181,-0.058545534,15140.0,12337.0,0.9727,42.847626
