NDVI,NDBI,B6,B7,Emissivity,LST_Label
0.1472142,0.05391992,23465.0,17358.0,0.97789997,43.425262
0.26625913,-0.061759155,13179.0,10581.0,0.9855,28.495361
0.16012411,0.018404908,17845.0,14165.0,0.96779996,34.278656
0.24226378,-0.14940669,9462.0,8296.0,0.98499995,18.723236
0.24741034,-0.0433191,19600.0,14571.0,0.9781,40.800232
0.17451027,0.07683342,17554.0,15617.0,0.9461,44.888184
0.23260711,-0.044749476,15519.0,12936.0,0.9837,26.372772
0.16823892,0.030318774,13882.0,12020.0,0.9787,23.566559
0.31521958,-0.10448436,15856.0,11849.0,0.98289996,28.676514
0.21778467,-0.0611157,12505.0,10574.0,0.9844,23.559723
0.30874124,-0.15951821,11444.0,9439.0,0.9849,24.509949
0.20121096,-0.047768306,22177.0,16226.0,0.9766,39.19034
0.26121163,-0.06748058,16804.0,13101.0,0.9824,32.53546
0.4266372,-0.21235317,16361.0,11924.0,0.9848,32.467102
0.2867047,-0.20847622,10272.0,8783.0,0.9824,24.84491
0.34604862,-0.1516432,13049.0,10445.0,0.98469996,22.937653
0.18327262,-0.004626766,20115.0,15209.0,0.969,38.493073
0.37291437,-0.20981091,11743.0,9597.0,0.98579997,22.455719
0.38743454,-0.20601523,12038.0,9349.0,0.98719996,20.538208
0.21326476,-0.08387663,13560.0,11810.0,0.9826,34.111176
0.0799857,-0.027438713,14302.0,13291.0,0.9756,37.310455
0.18602522,-0.0059744297,16638.0,13183.0,0.9745,36.958374
0.13639137,0.030475108,21776.0,16333.0,0.9729,37.324127
0.37250045,-0.19052005,13184.0,10705.0,0.98579997,26.061737
0.23819013,-0.008789117,17706.0,14753.0,0.965,31.386993
0.07408073,0.07717489,17440.0,15752.0,0.96629995,37.491608
0.11614395,0.032703917,20099.0,17328.0,0.98219997,45.134277
0.15200193,0.055596814,21322.0,16044.0,0.9711,37.21472
0.20530835,-0.007930367,20516.0,15825.0,0.9702,40.643005
0.28868464,-0.14624757,10756.0,8888.0,0.9863,21.734528
0.31362146,-0.17218447,11452.0,9718.0,0.98539996,24.123718
0.35215345,-0.19628562,11295.0,9433.0,0.9862,18.654877
0.17244945,-0.020376433,11971.0,10689.0,0.96379995,20.261353
0.1163253,0.10004877,15789.0,13823.0,0.98039997,34.671722
0.38896444,-0.19403362,12752.0,9562.0,0.98709995,24.315125
0.14078029,0.015789328,18303.0,14062.0,0.9765,35.054535
0.3135842,-0.14765973,12119.0,10157.0,0.9831,22.288239
0.35693216,-0.24039598,10282.0,8583.0,0.98649997,20.090454
0.070537284,0.06335292,16558.0,14851.0,0.97789997,36.312378
0.10036184,0.034425132,12380.0,11427.0,0.9641,21.618317
0.1677053,0.010386715,17218.0,14442.0,0.9661,38.961334
0.22110793,-0.048702963,13917.0,11030.0,0.9806,32.815735
0.32946646,-0.22008689,9963.0,8436.0,0.98609996,20.032349
0.2528848,-0.15533218,10756.0,9189.0,0.9817,25.88742
0.40322173,-0.22458093,12328.0,9465.0,0.9855,21.997711
0.3554631,-0.14968483,15176.0,11786.0,0.97349995,36.927612
0.15298484,0.05180352,19989.0,15417.0,0.98139995,43.98239
0.41422778,-0.20062384,14864.0,11272.0,0.9866,28.881592
0.1970321,0.0012817367,18358.0,15565.0,0.97639996,37.566803
0.3408758,-0.15167144,13488.0,10352.0,0.9851,25.28244
0.2773465,-0.1382753,10962.0,9090.0,0.98399997,22.698395
0.1168847,0.03936843,19814.0,15730.0,0.9711,34.60678
0.14836068,0.06865236,21240.0,15809.0,0.97819996,42.43747
0.29884067,-0.11401505,13187.0,10413.0,0.98459995,26.584686
0.38118812,-0.16130644,15112.0,11778.0,0.9695,29.958282
0.13076946,0.008236787,18667.0,14496.0,0.96919996,38.810944
0.3105303,-0.1899275,10616.0,9082.0,0.98539996,19.40683
0.31586245,-0.10764203,15291.0,12264.0,0.9837,33.41391
0.10020658,-0.018383093,14631.0,13566.0,0.974,39.597076
0.32519183,-0.1192184,17805.0,13155.0,0.9745,32.18341
0.13510874,0.02882928,18468.0,14331.0,0.97029996,36.702026
0.3719854,-0.20345864,12068.0,9729.0,0.9859,25.750702
0.3809018,-0.21058674,12721.0,9968.0,0.986,25.38498
0.19156118,0.007790779,16493.0,13085.0,0.9733,32.279114
0.26283458,-0.032466367,18879.0,15721.0,0.9708,34.059906
0.25438917,-0.11971486,16177.0,12241.0,0.972,35.93979
0.35073882,-0.11906669,17594.0,12968.0,0.9856,32.36798
0.17504437,0.023046972,16291.0,12706.0,0.9698,37.980377
0.27759436,-0.18900515,9766.0,8636.0,0.9862,19.212006
0.33176228,-0.19037953,10570.0,8642.0,0.98639995,19.526459
0.20074488,0.008720931,18044.0,14090.0,0.9776,36.34314
0.2816247,-0.08936875,14296.0,12138.0,0.98319995,27.517792
0.19980909,-0.027202148,16665.0,14079.0,0.9752,37.75821
0.060064502,-0.0003222457,13960.0,12818.0,0.95369995,37.727448
0.1324715,0.061534494,22642.0,17878.0,0.9607,46.439972
0.29188398,-0.09339769,14274.0,11459.0,0.95949996,36.6781
0.06715731,0.0716125,15398.0,13791.0,0.9669,36.370483
0.13348666,-0.07175948,9818.0,8955.0,0.96159995,24.889343
0.17888041,0.040016577,20077.0,15212.0,0.9659,37.7377
0.16707234,0.057136614,19353.0,15406.0,0.97209996,42.77585
0.23100379,-0.10727715,10090.0,8690.0,0.986,20.50061
0.17990738,-0.14572343,9878.0,8906.0,0.9799,25.658417
0.20588668,-0.083289266,13868.0,12264.0,0.96809995,39.005768
0.27301645,-0.0350988,16041.0,12289.0,0.9826,31.61258
0.21918754,-0.031445872,18234.0,13623.0,0.9813,34.446136
0.18255751,-0.0044076047,15134.0,12250.0,0.9722,30.481232
0.24808554,-0.11785714,10868.0,9472.0,0.9848,21.519196
0.21557318,-0.08475594,10669.0,9373.0,0.98149997,17.243256
0.414971,-0.25563052,11419.0,9011.0,0.9862,20.651001
0.2167155,-0.041704543,13178.0,11441.0,0.96519995,23.364899
0.2746795,-0.0793979,15137.0,11809.0,0.95659995,37.42325
0.18617678,0.01719156,17425.0,13393.0,0.9852,36.32605
0.14964487,0.01819703,19472.0,15427.0,0.9766,41.986298
0.2458191,-0.13186046,11199.0,9576.0,0.96159995,26.065155
0.17530864,-0.054071918,14310.0,12565.0,0.9708,38.722076
0.14338256,0.03376995,20954.0,15709.0,0.9736,39.679108
0.13044691,0.06834584,18578.0,16427.0,0.9715,38.29483
0.39359477,-0.24204676,11591.0,9091.0,0.9856,25.579803
0.4049506,-0.21613781,12969.0,9791.0,0.9851,29.308868
0.13076437,0.09840412,20717.0,15968.0,0.9669,47.239777
0.19793521,0.05245966,18688.0,14959.0,0.9809,33.013977
0.2658192,-0.052153125,16057.0,12490.0,0.9824,39.25186
0.16763592,0.038695738,21152.0,15449.0,0.9716,44.29001
0.267424,-0.13652204,11274.0,9549.0,0.98359996,23.853668
0.12086834,0.061101835,20657.0,15988.0,0.9737,34.292328
0.22132254,-0.026335685,15454.0,12510.0,0.9777,34.02231
0.16374242,-0.0925099,10771.0,9777.0,0.9795,24.468933
0.19805838,-0.020023283,16836.0,13494.0,0.97599995,37.13269
0.08087343,0.06964603,15366.0,13725.0,0.9702,33.854828
0.35097083,-0.17428724,12280.0,9619.0,0.98649997,20.26477
0.17813703,-0.01633683,14812.0,12301.0,0.9655,42.35544
0.13339616,0.075306304,20976.0,16875.0,0.96889997,38.134186
0.32706514,-0.20391455,10453.0,8761.0,0.98609996,23.265778
0.13933142,-0.11790393,8888.0,8294.0,0.9788,23.528961
0.12442987,0.081136025,17549.0,14466.0,0.9745,41.767548
0.30399537,-0.12867317,16516.0,12553.0,0.9578,34.213715
0.337914,-0.15989558,12552.0,9825.0,0.986,29.548126
0.13940047,-0.055762667,17983.0,13834.0,0.97029996,33.724945
0.29700083,-0.15296212,10945.0,9025.0,0.9848,21.467926
0.2786325,-0.10995295,12296.0,10004.0,0.9817,28.054413
0.1847786,-0.01714105,15539.0,12877.0,0.9798,27.213593
0.30953348,-0.14007825,15826.0,13797.0,0.9694,33.772797
0.27658474,-0.061386015,15298.0,11519.0,0.9823,34.398285
0.1864106,-0.058106877,11906.0,10407.0,0.9734,19.984497
0.29323712,-0.17453597,10140.0,8731.0,0.98569995,22.03189
0.06418947,0.053058792,14141.0,13148.0,0.97429997,33.372894
0.12391406,0.033419155,20471.0,15693.0,0.9723,39.79532
0.1311492,0.0871238,19921.0,15475.0,0.9711,39.37491
0.10642674,0.033911183,14970.0,13348.0,0.9773,37.313873
0.3783726,-0.16717121,16094.0,12146.0,0.9608,35.28012
0.17243716,0.004746608,20956.0,15260.0,0.9583,41.114685
0.34186146,-0.16583592,12384.0,9836.0,0.9849,26.331757
0.13859563,-0.034886748,25949.0,18861.0,0.9716,33.738617
0.35768732,-0.19508798,12716.0,10156.0,0.9842,29.141388
0.14011721,0.10776329,19927.0,15571.0,0.9719,45.188965
0.20762466,0.00083344016,15611.0,12231.0,0.9833,30.87088
0.17741992,-0.01587492,16397.0,14008.0,0.9769,43.924286
0.28883693,-0.10339389,14781.0,11932.0,0.9812,30.48465
0.16582768,-0.0040841973,15850.0,14079.0,0.9675,31.639923
0.19767173,-0.018821213,17438.0,14920.0,0.95659995,35.731293
0.22426428,-0.12547281,12138.0,11090.0,0.9722,39.446686
0.18413267,0.005668142,19428.0,14610.0,0.98109996,34.835785
0.19652215,-0.056176625,13466.0,12061.0,0.96559995,43.811493
0.21482931,-0.018348623,16157.0,12826.0,0.97959995,33.256683
0.04408739,-0.04123107,9813.0,9403.0,0.988,26.649628
0.0695832,0.08273208,18008.0,16412.0,0.96529996,37.170288
0.25389495,-0.057196215,14893.0,11828.0,0.9823,30.050568
0.3393963,-0.10539996,15316.0,12229.0,0.98539996,31.551056
0.15108243,-0.023180043,14391.0,13036.0,0.97279996,41.928192
0.075784735,-0.023613783,11164.0,10125.0,0.9687,32.95929
0.16798767,0.015551889,18774.0,14714.0,0.9673,39.19034
0.23741469,-0.123430096,10539.0,9438.0,0.98249996,17.315033
0.24968708,-0.069044456,12607.0,10152.0,0.98469996,23.812653
0.30110714,-0.09811147,13706.0,10891.0,0.9835,27.801483
0.36720586,-0.17624669,13851.0,10849.0,0.9658,27.798065
0.22544535,-0.088462755,11551.0,9806.0,0.9838,23.604156
0.18146348,0.04543318,18903.0,15481.0,0.9586,41.84616
0.2360546,-0.026122961,17876.0,14298.0,0.9704,34.20688
0.115087606,0.0077582384,13639.0,12487.0,0.9669,42.87497
0.16514131,0.0138125485,17799.0,14666.0,0.9787,33.53012
0.5077008,-0.35819495,11634.0,9018.0,0.98759997,27.63742
0.14845067,0.1034465,21371.0,16555.0,0.9661,43.315887
0.4602352,-0.26301742,14635.0,10981.0,0.9748,31.311798
0.30274072,-0.097685084,16137.0,13294.0,0.9838,33.906097
0.17786051,-0.045977518,10821.0,9536.0,0.97849995,15.247101
0.113956355,-0.11728316,10345.0,9880.0,0.9615,33.63266
0.19806598,-0.07284203,15204.0,12964.0,0.9772,39.699615
0.345132,-0.2056134,10642.0,8732.0,0.98639995,21.211578
0.37003568,-0.17334932,14473.0,10853.0,0.9705,30.576935
0.20844525,0.027521553,20441.0,15627.0,0.96529996,42.68698
0.14066271,0.048508145,20048.0,14749.0,0.97789997,41.466766
0.32849953,-0.1729176,10982.0,9076.0,0.9859,22.838531
0.39757395,-0.20175146,14311.0,10958.0,0.98499995,28.738037
0.2784587,-0.07231183,16017.0,12998.0,0.9677,29.954865
0.1562463,0.032344215,20874.0,15954.0,0.9712,33.858246
0.40025064,-0.20567413,15091.0,12303.0,0.9711,29.8284
0.13473116,0.1078346,20362.0,15733.0,0.978,44.864258
0.20538592,0.062426247,18006.0,14812.0,0.9794,33.201996
0.19373322,-0.011121783,19561.0,15899.0,0.9715,35.946625
0.47290006,-0.31933618,11833.0,9376.0,0.98679996,28.662842
0.14303581,0.091194555,20850.0,15932.0,0.9791,43.387665
0.27871245,-0.19293343,11261.0,9716.0,0.969,25.18332
0.23405766,0.0046615796,19289.0,15001.0,0.9776,37.542877
0.330501,-0.13489693,14920.0,11696.0,0.98289996,33.97104
0.31514907,-0.115123376,15438.0,12451.0,0.98279995,31.086212
0.075789034,-0.032534502,9709.0,9016.0,0.9773,26.810272
0.1024825,0.097420454,18953.0,15201.0,0.98209995,40.875427
0.13116044,0.08804147,19730.0,14945.0,0.96959996,44.430176
0.24453476,-0.015619985,18402.0,16262.0,0.9816,38.74942
0.15181184,0.07847045,23268.0,18032.0,0.9669,43.001434
0.3569961,-0.18129188,12586.0,9807.0,0.9841,28.560303
0.34938326,-0.1735771,11979.0,9682.0,0.98499995,23.836578
0.280744,-0.12255112,12272.0,10653.0,0.982,24.110046
0.11268228,0.021661,21036.0,16744.0,0.9722,37.23526
0.19752918,-0.0592568,15582.0,12974.0,0.97789997,42.881805
0.13942952,0.10460335,22028.0,17100.0,0.98039997,43.052704
0.1385984,0.044308178,21118.0,16555.0,0.97059995,39.94229
0.044673044,0.0028838231,21909.0,17112.0,0.97029996,42.47165
0.15042308,0.059412993,23047.0,17135.0,0.97029996,43.00827
0.33489758,-0.18792072,13029.0,10829.0,0.9837,29.031982
0.3029921,-0.16796625,11044.0,9071.0,0.98569995,22.161774
0.03706392,-0.009004237,11226.0,10700.0,0.9741,39.265533
0.32467306,-0.21785828,9758.0,8294.0,0.9856,18.743744
0.27793148,-0.07047359,15643.0,12595.0,0.9838,30.289825
0.34049544,-0.13122313,13943.0,10805.0,0.9848,30.53592
0.15455602,0.04611301,18523.0,14239.0,0.9841,36.520874
0.20393512,-0.13124584,10432.0,9179.0,0.98179996,23.812653
0.070679046,0.069148935,17286.0,15483.0,0.9662,42.23581
0.14441589,-0.06643203,9549.0,8707.0,0.964,24.998718
0.21557558,-0.042791747,14428.0,12263.0,0.9598,23.518707
0.18044133,0.008661621,17526.0,13307.0,0.97569996,37.474518
0.18794417,0.02593832,17166.0,13954.0,0.97679996,34.483734
0.24634098,-0.042280287,17136.0,12809.0,0.96959996,37.310455
0.12631254,0.13057989,18970.0,14653.0,0.9734,45.0625
0.23943663,-0.067217566,12191.0,9977.0,0.98429996,26.468475
0.08642919,0.062945865,17731.0,14990.0,0.9679,43.20993
0.111170895,0.043755066,18034.0,14970.0,0.96159995,28.050995
0.26979125,-0.11842064,13977.0,11112.0,0.9816,30.118927
0.1174685,0.01625302,13881.0,11958.0,0.98139995,30.894806
0.12949935,0.08305375,21145.0,19047.0,0.968,38.188873
0.161553,-0.051883314,16072.0,12572.0,0.9676,31.769806
0.033217315,0.047684304,16819.0,16297.0,0.97169995,38.74942
0.21715727,-0.078511015,12365.0,10483.0,0.98469996,25.44992
0.19481118,-0.018266506,17494.0,15243.0,0.98029995,38.424713
0.35283443,-0.17454368,15195.0,12411.0,0.98319995,25.203827
0.23487379,-0.05999347,12950.0,11008.0,0.983,23.78189
0.09065593,0.05489836,20109.0,18539.0,0.965,41.018982
0.17044656,0.044149317,14545.0,13964.0,0.97859997,42.365692
0.3458977,-0.13615838,14443.0,11354.0,0.98399997,31.882599
0.114305586,0.019917069,15004.0,13296.0,0.97249997,37.13611
0.26605636,-0.030052831,16799.0,13265.0,0.9738,34.586273
0.20338024,0.008131707,15125.0,12204.0,0.98319995,27.746796
0.1743004,0.0011005943,15918.0,13255.0,0.97069997,31.294708
0.14087337,0.03568664,20736.0,15172.0,0.973,34.49057
0.15114163,0.0365619,19392.0,15416.0,0.9759,27.804901
0.33178487,-0.17090346,11774.0,9596.0,0.9853,22.144684
0.15658186,0.01827202,22988.0,16673.0,0.97029996,37.142944
0.16332644,0.06491216,15700.0,13140.0,0.97669995,31.950958
0.2769432,-0.06948104,15716.0,12574.0,0.9583,31.551056
0.1387979,0.112114854,20682.0,15953.0,0.97929996,45.807648
0.1535348,0.03770088,20437.0,14638.0,0.97779995,45.04883
0.14244491,0.016685858,22514.0,17048.0,0.9723,39.446686
0.10112994,-0.12808937,7532.0,7467.0,0.988,23.29654
0.31948417,-0.11171645,14185.0,11008.0,0.98179996,30.08133
0.2596796,-0.046879333,15462.0,12241.0,0.98399997,30.026642
0.19665147,0.004167444,16144.0,12891.0,0.973,37.836823
0.14019929,0.0503736,19048.0,14536.0,0.9716,38.657135
0.17244324,0.017679855,17067.0,13148.0,0.9737,35.891937
0.30916408,-0.114708945,13178.0,10685.0,0.9844,25.40207
0.32349586,-0.14250769,14372.0,12209.0,0.983,30.412872
0.1593866,-0.057417113,16006.0,13998.0,0.9736,42.307587
0.31946495,-0.138572,12837.0,10589.0,0.98399997,27.104218
0.17240371,-0.014000822,15599.0,13521.0,0.97929996,38.44864
0.3517682,-0.21885096,11122.0,8979.0,0.98609996,23.02652
0.28103793,-0.0551099,16314.0,12890.0,0.98289996,31.014435
0.14463854,-0.08376835,9390.0,8684.0,0.9683,27.55539
0.16482213,0.0060428903,17897.0,13818.0,0.97709996,36.25769
0.3146054,-0.14531139,12537.0,10207.0,0.98459995,21.068024
0.31074235,-0.1435252,13370.0,10525.0,0.9834,34.480316
0.25909236,-0.0774331,13636.0,11263.0,0.9831,20.244263
0.3710162,-0.19356398,14184.0,11231.0,0.97139996,25.525116
0.13315737,0.099664465,20975.0,16669.0,0.97349995,41.186462
0.20369522,-0.0015234402,14419.0,12071.0,0.9661,34.251312
0.12269394,0.08297295,20159.0,16283.0,0.9669,43.842255
0.32055542,-0.20736788,10177.0,8560.0,0.987,19.960571
0.18741798,-0.07751155,12782.0,11500.0,0.97609997,38.134186
0.28092486,-0.050599087,16521.0,13213.0,0.97929996,28.628662
0.08081079,0.13109402,20962.0,19018.0,0.98029995,41.029236
0.26988992,-0.12567158,14158.0,11650.0,0.9716,33.974457
0.27141377,-0.07166044,20734.0,15163.0,0.9672,32.21759
0.26297694,-0.054601744,16795.0,12602.0,0.97709996,33.595062
0.14501622,0.038289066,15050.0,12929.0,0.97569996,39.918365
0.1641122,0.012107035,19687.0,14815.0,0.9745,41.029236
0.46600202,-0.3582419,12367.0,9543.0,0.9693,30.63504
0.1892128,-0.0029158099,16243.0,12781.0,0.9783,34.28891
0.12536606,0.014868527,20784.0,15571.0,0.97069997,36.623413
0.13543344,0.061157234,16744.0,15071.0,0.9781,29.20633
0.15743294,0.022727873,19327.0,14459.0,0.9719,41.265076
0.122815385,0.0770394,19230.0,15186.0,0.96559995,38.257233
0.3008913,-0.13911596,11637.0,9330.0,0.9835,25.511444
0.35713458,-0.17148581,12407.0,9791.0,0.9853,22.599274
0.19513756,-0.06005274,14079.0,12261.0,0.9777,37.207886
0.23049232,-0.105865434,14924.0,12802.0,0.97429997,36.753296
0.2557468,0.023762098,18246.0,13778.0,0.9799,35.051117
0.08136298,0.08807798,18308.0,17022.0,0.95919997,36.68152
0.19717385,-0.012340843,15126.0,12812.0,0.97309995,37.245514
0.42690843,-0.2694247,13474.0,10235.0,0.98579997,26.126678
0.124972835,0.07982222,18222.0,15185.0,0.973,43.32614
0.16265982,-0.09179066,17701.0,13358.0,0.9702,31.79715
0.12503412,0.043989178,20256.0,15249.0,0.97069997,42.512665
0.43547934,-0.25147948,12269.0,9615.0,0.9869,22.148102
0.30063993,-0.09579015,16184.0,12395.0,0.9569,33.827484
0.17313136,-0.032523062,14368.0,12182.0,0.979,31.144318
0.17951462,0.033145364,16489.0,12706.0,0.9695,36.637085
0.2104104,-0.004447423,16341.0,12446.0,0.9787,33.772797
0.21607378,-0.04578779,14317.0,11915.0,0.9824,32.35431
0.05270909,0.023019927,14221.0,13406.0,0.963,41.217224
0.4059977,-0.24725819,11771.0,9209.0,0.9824,26.335175
0.21053645,-0.06734035,10983.0,9365.0,0.9845,18.671967
0.12764183,0.0749665,18849.0,14509.0,0.97999996,44.789062
0.18676245,0.017672908,21306.0,15961.0,0.9716,36.51062
0.09423566,0.10992358,19316.0,17882.0,0.9719,36.743042
0.12496021,0.09063358,19073.0,14837.0,0.9776,46.330597
0.19246678,0.038894784,20567.0,14974.0,0.9535,42.003387
0.25273088,-0.06644592,16916.0,13534.0,0.9805,31.807404
0.3106598,-0.12646823,14688.0,11912.0,0.97179997,32.14923
0.26606318,-0.15574999,10421.0,8933.0,0.9826,23.340973
0.14001115,0.08892846,20792.0,15833.0,0.96999997,44.433594
0.050076693,-0.12466177,9058.0,8510.0,0.99039996,22.619781
0.32832095,-0.12251193,16642.0,13185.0,0.98249996,31.322052
0.23294854,-0.027369827,16027.0,12902.0,0.9813,35.7894
0.34256643,-0.16765812,14062.0,11519.0,0.9827,25.330292
0.28956905,-0.100229114,16298.0,12938.0,0.98209995,27.432343
0.1469754,0.045614578,13513.0,11557.0,0.9799,28.372314
0.21690181,-0.02724812,16172.0,12694.0,0.96989995,34.12143
0.22110339,0.015700899,16205.0,12404.0,0.9816,31.048615
0.16364007,-0.01379908,22191.0,16011.0,0.95239997,37.255768
0.37176496,-0.15519014,13974.0,10528.0,0.9851,28.994385
0.27306554,-0.07896769,14311.0,11207.0,0.983,29.083252
0.43724218,-0.25286427,13401.0,10109.0,0.98649997,27.5383
0.24175197,-0.030831438,15340.0,12367.0,0.9763,32.651672
0.15303053,0.038751837,20506.0,15204.0,0.97789997,40.841248
0.160221,0.017998317,15130.0,12642.0,0.9561,37.204468
0.13287017,0.07331656,18131.0,14280.0,0.97599995,40.072174
0.27590415,-0.09110885,16545.0,13089.0,0.9737,35.071625
0.3306697,-0.1325093,16072.0,12700.0,0.9726,38.356354
0.14974009,-0.014658162,17612.0,13782.0,0.9669,38.78018
0.29022822,-0.17310017,10261.0,8869.0,0.98319995,20.50061
0.25178236,-0.047559235,16682.0,13555.0,0.9544,37.566803
0.353555,-0.13635814,14295.0,11042.0,0.9752,31.404083
0.11686159,0.09825644,14771.0,14604.0,0.9756,40.865173
0.07524247,0.008223994,16060.0,15326.0,0.96999997,43.685028
0.35560858,-0.1795886,12444.0,9781.0,0.9851,24.769714
0.12654696,0.10695248,19520.0,15353.0,0.9787,45.120605
0.37023082,-0.18007687,13013.0,9882.0,0.98639995,23.002594
0.12964614,-0.0041213767,21989.0,16396.0,0.965,37.498444
0.35305333,-0.16087162,15904.0,12108.0,0.96669996,32.197083
0.1363492,0.04607033,21582.0,19393.0,0.96559995,40.393494
0.20560421,-0.08244667,17506.0,13277.0,0.9626,31.98172
0.28319934,-0.1360368,11835.0,9754.0,0.98319995,26.608612
0.29993945,-0.109102644,13800.0,11014.0,0.9697,32.33722
0.10828772,0.09768453,20693.0,17838.0,0.965,45.640167
0.43556845,-0.30857602,11646.0,9240.0,0.98649997,26.383026
0.3383932,-0.12217009,14967.0,11744.0,0.9834,33.14386
0.3152129,-0.17532754,11204.0,9332.0,0.9844,21.912262
0.22537014,-0.12857203,10353.0,9015.0,0.9711,23.368317
0.18719506,0.06795635,19377.0,14359.0,0.9702,40.65326
0.2703123,-0.06202481,18752.0,14095.0,0.9754,37.228394
0.26693,-0.10189481,12679.0,10146.0,0.982,23.922028
0.13151217,0.009344573,15446.0,13446.0,0.96999997,28.772217
0.2879055,-0.097694464,15909.0,12208.0,0.9619,37.85733
0.15300764,0.07824331,20292.0,15470.0,0.9711,40.578064
0.042807106,0.011663092,17218.0,16539.0,0.9712,37.62491
0.111256994,0.03747428,19158.0,14650.0,0.9769,39.82608
0.21135046,-0.0080698505,14996.0,12667.0,0.9826,32.340637
0.315646,-0.10839398,13782.0,10869.0,0.9842,29.083252
0.40597692,-0.22431341,12385.0,9690.0,0.9619,32.128693
0.32157147,-0.14728731,13501.0,10642.0,0.9827,38.39737
0.27157524,-0.043371886,17204.0,12856.0,0.9817,36.264526
0.11040502,0.0989407,17688.0,16376.0,0.97489995,38.728912
0.2122764,-0.0667284,15119.0,12090.0,0.9722,29.12088
0.26641485,-0.05639361,14825.0,12279.0,0.95089996,32.162903
0.14821291,0.021686042,20918.0,15427.0,0.9737,39.077545
0.18290395,-0.0061561065,19615.0,14882.0,0.97419995,36.202972
0.22978054,-0.0794735,11994.0,10361.0,0.9834,21.649078
0.45101008,-0.23465845,13669.0,10360.0,0.9866,19.858002
0.29371265,-0.06654488,14308.0,11900.0,0.9833,31.304962
0.1533391,0.12847954,19824.0,14738.0,0.9738,47.041534
0.3327833,-0.17275338,13104.0,10458.0,0.9684,24.072449
0.152506,0.02823675,21594.0,15820.0,0.96989995,41.623993
0.22100656,0.005271602,19737.0,16997.0,0.9798,39.01602
0.2556482,-0.038001534,16328.0,13554.0,0.98219997,31.886017
0.12705064,0.060292523,19573.0,15006.0,0.9756,46.15628
0.15712509,0.020794796,16003.0,14612.0,0.97309995,40.30121
0.15823479,0.009814075,20476.0,15314.0,0.9701,39.8295
0.32517302,-0.10865078,16625.0,12701.0,0.9712,33.759125
0.19752777,-0.015788833,16145.0,13289.0,0.97959995,43.100555
0.14207752,0.015608296,19000.0,14671.0,0.9736,34.84604
0.23109911,-0.01608031,16123.0,12449.0,0.974,36.82849
0.3133522,-0.19275202,10202.0,8619.0,0.986,19.598236
0.2958178,-0.0859774,16377.0,13143.0,0.9729,39.754303
0.3149071,-0.1776294,11146.0,9331.0,0.9694,24.530457
0.13608006,0.034676973,18738.0,15012.0,0.9727,41.299255
0.40516266,-0.1866397,14477.0,11261.0,0.98649997,27.972382
0.35398015,-0.21125542,10932.0,9032.0,0.9852,18.962494
0.15699272,0.012100935,16184.0,13157.0,0.9787,30.90506
0.14300795,0.06607246,18539.0,16011.0,0.9693,35.60141
0.20258641,-0.056914434,21823.0,15714.0,0.95229995,38.04532
0.17641038,0.03316401,15966.0,12740.0,0.9766,34.822113
0.3466426,-0.17545962,12042.0,9624.0,0.9564,31.721954
0.16027965,-0.011090114,19885.0,14965.0,0.9711,41.1557
0.37451234,-0.17084973,14222.0,11246.0,0.9693,29.780548
0.21930383,-0.063796654,16832.0,12890.0,0.9812,34.50766
0.21141843,-0.0113766,16033.0,12441.0,0.9736,34.23764
0.23311773,-0.05439562,17097.0,12970.0,0.97389996,37.245514
0.11724664,0.10573618,21715.0,17246.0,0.96459997,39.92862
0.43635538,-0.23289938,15762.0,11219.0,0.9629,32.51837
0.29042542,-0.12544534,15097.0,12549.0,0.98209995,31.318634
0.2883191,-0.13338763,17558.0,12784.0,0.96989995,36.26111
0.047006257,-0.023499606,11178.0,10714.0,0.95699996,48.74713
0.13654706,0.046454255,19936.0,15590.0,0.96639997,44.597656
0.35591838,-0.1698681,12965.0,10167.0,0.98149997,27.316132
0.31402805,-0.1609649,11478.0,9432.0,0.9856,22.069489
0.18907087,-0.0537055,13171.0,11372.0,0.9738,37.30362
0.1899815,0.044822842,19359.0,14942.0,0.97919995,33.205414
0.122402735,0.07228407,20323.0,15694.0,0.97239995,43.271454
0.34489107,-0.14618187,14418.0,11211.0,0.9629,38.6503
0.2372738,-0.09223373,15201.0,12968.0,0.968,23.638336
0.22321612,-0.013468697,14576.0,12424.0,0.9607,25.572968
0.40778083,-0.26640597,11162.0,9014.0,0.98649997,23.156403
0.4049621,-0.20983422,13370.0,10238.0,0.96349996,33.847992
0.18698937,0.042193253,20946.0,17729.0,0.96389997,41.634247
0.3638973,-0.19617918,11655.0,9306.0,0.9862,21.399567
0.32561493,-0.12098353,13692.0,11088.0,0.98539996,28.659424
0.24584232,-0.05606512,16003.0,13018.0,0.9744,33.7352
0.28719118,-0.12375707,14320.0,11617.0,0.9776,40.526794
0.1644311,-0.03451125,15191.0,12852.0,0.96279997,34.497406
0.28991455,-0.11854435,12135.0,9659.0,0.9855,28.187744
0.16837765,0.039920293,15656.0,13101.0,0.96629995,33.943695
0.15613897,-0.007955657,15213.0,13490.0,0.979,38.35977
0.15776432,0.08250375,19845.0,14482.0,0.98099995,40.239655
0.32980344,-0.102168426,15651.0,12305.0,0.9708,33.88559
0.17580368,0.039438304,17395.0,13774.0,0.95849997,32.67218
